nombre,identificacion,tipo_vivienda
Arturo Eugenia Vélez,38279458,otro
Alonso Arcelia Salcedo,80884703,casa
Humberto Rebeca Carreón Macías,66206399,otro
Blanca Leticia Valenzuela Santana,33977437,otro
Esparta Blanca Estrada,30016868,aparta estudio
Ing. Alejandro Rendón,62251757,aparta estudio
Bernardo Teodoro Marrero,35743858,apartamento
Ernesto Aida Solorzano Aguilar,40361157,aparta estudio
Fabiola Miguel Bernal,92982521,aparta estudio
Dr. Guillermina González,25625531,casa
Gloria Santiago,71797227,aparta estudio
Vicente Barela Cepeda,55089839,otro
Ana María Samuel Puente Ayala,11275010,aparta estudio
Isaac Leonardo Segura,49014817,aparta estudio
Minerva Adriana Sanches León,40067617,otro
Salvador Alcaraz,75763058,casa
Salvador Meléndez,78722368,apartamento
Alfredo Amaya,49307721,casa
Ángela Luna,93819766,apartamento
María del Carmen José Chapa,71425551,apartamento
Helena Adame,35591826,otro
Sr(a). Sofía Melgar,97705363,aparta estudio
Silvia Jaime Polanco Alonzo,55127613,aparta estudio
Jos Esparza,70159734,otro
Úrsula Ortiz Anaya,14086253,aparta estudio
Dr. Luisa Castañeda,93766301,otro
Sr(a). Abelardo Briones,24563453,aparta estudio
Inés Ana Narváez,51207236,aparta estudio
Mtro. Ilse Alvarez,66435539,otro
Berta Alberto Fonseca,60700608,finca
Ángel Helena Barrios,11489144,apartamento
Manuel Munguía,99396946,finca
Homero Aguirre,85749945,otro
Vicente Arturo Partida Valenzuela,68455690,aparta estudio
Ing. Jaime Franco,90606941,apartamento
Lic. Amelia Laboy,12955956,casa
Felipe Caridad Sierra Castañeda,18853379,casa
Hugo Alvarez Tirado,32785451,finca
Aurora Orosco Ureña,20930130,finca
Dr. José Emilio Montaño,87132050,apartamento
Helena Alejandra Cardona Luevano,47565135,aparta estudio
Josefina Carbajal Peña,58163918,aparta estudio
Cecilia Meza,26310016,casa
Marisol Rocha,39004252,finca
María Teresa Alejandro Gutiérrez Reyes,65381446,apartamento
Lorenzo Omar Ramírez,51209853,apartamento
Lic. Elvira Hinojosa,96472418,finca
Ana Luisa Escalante,64889880,casa
Araceli Guillermo Carrero Cadena,89078016,apartamento
Mtro. Mariano Mota,49276469,otro
Sr(a). Antonia Muñiz,30388608,casa
Esparta Ilse Pedroza,75768911,casa
Fidel Hermelinda Robles,40665981,apartamento
Cornelio Haro Garza,18229588,apartamento
Dulce Eloy Quintanilla,78163143,aparta estudio
Barbara Acuña,22679847,aparta estudio
Daniela Valverde,71908614,finca
Gabino Pabón Ortiz,96076239,finca
Blanca Linares,32503914,otro
Miguel Ballesteros Gutiérrez,31911631,aparta estudio
Lic. Martha Castañeda,66430178,otro
Luz Silvano Viera Montes,75959517,otro
Ing. Juan Carlos Macías,99047656,aparta estudio
Zacarías Salinas Pizarro,20490828,otro
Carolina Castro,66441020,apartamento
Israel Solano Soliz,59338642,apartamento
Judith Preciado Bernal,69466215,aparta estudio
Mercedes Guillermina Mondragón Dávila,24879512,casa
Israel Zavala,80126525,otro
Flavio Solorio,97672470,finca
Lic. Javier Zamora,70304316,finca
Lic. César Hernádez,33459832,otro
Dr. Irma Gaona,88261987,otro
Alejandro Leiva,20438528,aparta estudio
Germán Arturo Contreras Chapa,79065059,aparta estudio
Irene Luis del Río,58314897,apartamento
Eugenia Virginia Riojas,24285165,aparta estudio
Sr(a). Cecilia Olivares,62168936,casa
Mateo José Eduardo Rubio Tijerina,64314519,apartamento
Helena Zedillo,63597686,aparta estudio
Dr. Lorenzo Salcido,99072322,casa
Elena Agustín Anguiano,35405661,casa
Rodolfo Rufino Sisneros Quiñones,96472100,finca
Emilia Lorena Aponte,60425457,apartamento
Yeni Hilda Acosta Angulo,43667985,finca
Verónica Ruby Tejeda Archuleta,18412715,apartamento
Antonia Téllez Rosas,47005183,finca
María Luisa Zúñiga Ruelas,44418980,casa
Dr. Rebeca Pantoja,82004448,casa
Jaqueline Quiñones,48033366,aparta estudio
Rosa Franco Escobedo,22522741,otro
Dr. Lourdes Orozco,20609873,aparta estudio
Sr(a). Porfirio Soria,90067367,casa
Karla Laboy,93627063,finca
Silvia Cristal Nazario,15297040,apartamento
Carmen Porras Vázquez,24028489,otro
Jos Puente Orta,98564599,aparta estudio
Sr(a). Alma Valenzuela,55028825,finca
Angélica Mauro Madrigal,99531465,casa
Santiago Pérez Ocampo,28611168,casa
Salvador Ilse Fonseca,56688437,otro
Blanca Mariana Villa Montenegro,36942714,aparta estudio
Teodoro Rosalia Bahena Elizondo,20084134,aparta estudio
Amalia Héctor Moreno Sauceda,33085144,aparta estudio
Francisca Elvia Merino,41429613,finca
Teresa Santacruz Arredondo,72019931,otro
Jorge Urías Marrero,10629892,casa
Dr. Antonio Barreto,65191994,finca
Luis Sonia Jurado,26948640,aparta estudio
Diana Ocasio,72985216,finca
Diego Mauro Archuleta Gallardo,78509038,casa
Bruno Frías,59538637,casa
Nicolás Tania Olivas,14154311,casa
Lorena del Valle,51236001,casa
Alfredo Karina Zapata Terán,79994446,apartamento
Florencia Centeno,38925790,finca
Mtro. Georgina Guerrero,41641889,casa
Micaela Gabriel Chavarría,59229130,otro
Concepción Márquez Pérez,41104626,apartamento
Catalina Chapa Chacón,56709323,aparta estudio
Lilia Pamela Estévez,45194356,finca
Dulce María Razo,40362870,finca
Juan Carlos Rosario Otero Bustos,57830913,otro
Mariana Cristina Brito Noriega,54582743,finca
Dulce María Nieves Arias,58265931,casa
Isabel Óscar Archuleta,87677297,casa
Eugenia Matos,83670988,casa
Gabino Alemán,96518020,finca
Mtro. Octavio Osorio,36964276,casa
Ing. José Carlos Murillo,33234292,casa
Rosalia Salma Velasco Ornelas,86839730,otro
Aurora César Páez,94672760,aparta estudio
Lic. Virginia Durán,47098526,apartamento
Lucía Escobar,90719572,aparta estudio
Emiliano de la O,60333196,otro
Armando de la Garza Montoya,48714437,aparta estudio
Beatriz Beatriz Ontiveros Osorio,64114147,apartamento
Alonso Jacinto Castro Medina,45844662,finca
Martín Venegas Olivárez,26154125,casa
Alejandra Pamela Elizondo Polanco,21771888,casa
Irma Fonseca,29859839,apartamento
Sr(a). Sessa Contreras,55392610,apartamento
Sr(a). Anel Zaragoza,68234390,finca
Mtro. Anabel Cardenas,49916798,finca
Humberto Zambrano Rangel,86842716,finca
María Eugenia Maximiliano Corrales,93830980,finca
María Elena Mateo Haro,84311845,apartamento
Ing. Gabriela Narváez,35044353,apartamento
Luis Miguel Adán Carrera López,38899178,casa
Lilia Andrea Zamora,40485143,aparta estudio
Silvia Daniel Luevano Cotto,59900295,finca
Caridad Reina Alarcón,75814462,otro
Olivia Romero,89745188,casa
Sr(a). Gloria Candelaria,71713442,aparta estudio
Esteban Esther Aguirre,62462418,apartamento
Gabriel Elisa Salcido Samaniego,71357886,apartamento
Dr. José Rivas,61403986,aparta estudio
Lic. Antonia Reynoso,15470356,otro
Mtro. Frida Madrid,21870028,casa
Miriam Gerardo Verduzco Muñoz,90253030,apartamento
Aldonza Rojas,37231996,apartamento
Natividad Felix Muñiz,47152165,casa
Dr. José Emilio Fajardo,40058059,finca
Francisca Gabriela Montenegro Valencia,56458227,casa
Dr. Cristina Alonso,74841651,finca
Carlos Catalina Tamayo Carbajal,22927694,apartamento
Raúl Eduardo Ortiz Centeno,69171861,apartamento
Verónica Linares,54204573,aparta estudio
Rubén Abigail Vallejo,75672948,finca
Fidel Olivas Tafoya,36035651,finca
Paola Cecilia Cadena,65127792,casa
María Rodrígez Tello,44568426,finca
Lic. Juana Rosas,60016575,finca
Ing. Ernesto Ferrer,94634756,apartamento
Isabela Samaniego Caraballo,36808983,apartamento
Amelia Pabón,85292021,otro
Mateo Adalberto de Anda,63855052,finca
Sr(a). Luis Ordóñez,54527226,aparta estudio
Tomás Samaniego de la Torre,11993154,apartamento
Sr(a). Vanesa Dueñas,85148625,otro
Miguel Ángel Domínguez Menchaca,38442756,otro
Israel Leonor Adame Soria,22060780,otro
Leonor Amaya Velásquez,77248071,aparta estudio
Magdalena Anabel Rodrígez Valladares,53508698,finca
Liliana Leonardo Guerrero,53695195,apartamento
Mariano Vanesa Cadena,79126114,aparta estudio
Angélica Asunción Polanco,94621959,casa
Esteban Hidalgo Vela,13524481,aparta estudio
Susana Armas Galván,32712538,finca
Arcelia Daniela Iglesias,94405920,casa
Cristina Alejandra Malave,66480948,finca
Dulce María Zavala,56120907,aparta estudio
Francisco Javier Rodríquez,32120618,casa
Ariadna Timoteo Jasso Armas,65079169,casa
Ing. Daniel Chavarría,41185858,apartamento
Juan Aurelio Tapia Flores,99793094,finca
Eduardo Montaño Mora,54584910,apartamento
Wilfrido Amalia Alva,54328499,aparta estudio
Ing. Barbara Solorzano,96545554,otro
Graciela Cristian Luna,75965155,otro
Yolanda Flores Cuellar,56351289,apartamento
Eric Cepeda Altamirano,54259591,casa
Gabino Zamora Hinojosa,53223546,apartamento
Sessa José Menchaca,41580086,casa
Úrsula Caraballo,78273344,apartamento
Fernando Víctor Mares,98467717,otro
Maximiliano Luna,54340353,casa
Ángela Berta Zaragoza Sosa,70008316,apartamento
Aida Salcedo Mesa,24914009,finca
Sr(a). Claudio Reyna,41103291,casa
Carmen Modesto Trujillo Peres,58429278,casa
Estefanía Aragón Carrasco,54359570,aparta estudio
Pamela Micaela Ulibarri,87439564,aparta estudio
Jos Dulce Morales,90754165,casa
Julio César Cavazos,21307251,apartamento
Aurelio Noelia Robles,47893788,otro
Lorena Abrego,30320531,apartamento
Timoteo Carlos Mayorga,49927012,finca
Luz Marisol Valadez Matías,42694364,otro
Óscar Zarate Cabrera,69309539,aparta estudio
Zeferino Esperanza Caldera Corrales,37764870,casa
Esther Pascual Pelayo Barraza,97905610,casa
Rufino Montalvo Tovar,87977229,aparta estudio
Alfonso Gaona,88414874,finca
Ofelia Mauricio Castillo Suárez,66155845,otro
Ing. Nayeli Blanco,83093756,casa
Lic. Arcelia Mercado,75196442,casa
Adalberto Espinal Martínez,85800860,otro
Sr(a). Alma Vélez,86358571,aparta estudio
María Luisa Nancy Arreola Escobar,29590444,apartamento
Aldonza Garrido Frías,61679828,casa
Sr(a). Hermelinda Lira,11018415,casa
Ángel Puente,60404627,apartamento
Rafaél Méndez,22948345,apartamento
Gabriela López Robledo,33273334,casa
Abraham Ramón Zarate Prieto,12155451,apartamento
Mtro. Flavio Razo,90340433,casa
María del Carmen Israel Tórrez Mota,53627375,apartamento
Ing. Julio Rosado,43467581,finca
Amelia Araceli Bétancourt Gaytán,38563545,aparta estudio
Reina Jaqueline Mora,29721111,apartamento
Alvaro Esteban Ocampo,98344840,aparta estudio
Frida Miriam Ojeda Duarte,14620279,finca
Enrique Burgos,94229356,finca
Noelia Abel de la Rosa Peralta,46546342,aparta estudio
Santiago Varela Segura,82866579,aparta estudio
Silvia Arturo Villegas Valverde,56159121,finca
Pilar Sevilla,37906132,aparta estudio
Ing. Adela Riojas,98584707,finca
Ing. Nayeli Saldaña,20833410,aparta estudio
Estela Diego Rael,69853997,apartamento
Gerardo Cornejo Salcedo,16743342,apartamento
Sr(a). Isaac Arteaga,32712352,aparta estudio
María Eugenia Gabino Sanches,38889528,aparta estudio
María Palacios Meraz,74357242,casa
José María Rico Suárez,61787592,finca
Mtro. Juana Meraz,17431683,casa
Miriam Manuel Carrero Rodrígez,39767021,aparta estudio
Asunción Vera Venegas,92490052,casa
Lourdes Mata Apodaca,54601254,finca
Fabiola Daniela Espinal Vela,48431969,apartamento
Jorge Leiva Pichardo,13322117,aparta estudio
Dr. Alfredo Terrazas,74260208,finca
Alfonso Valles Cabán,46416297,apartamento
Barbara Valles Rael,37319657,finca
Hugo Valadez Porras,33528058,finca
Nelly del Valle Saldaña,90913661,aparta estudio
Isaac Rodríguez Ledesma,79660717,casa
Clara Alcala Ruelas,90722921,apartamento
Rosa Elvira Gutiérrez Jurado,42345991,otro
Helena León Rivero,84461491,finca
Lourdes Blanca Razo Barreto,19543269,aparta estudio
Ing. Abril Carrero,96328766,casa
Ángela Liliana Quiñones Chapa,49421755,casa
Omar Ramiro Herrera Alejandro,25590604,otro
Arcelia Bermúdez Casanova,61010391,apartamento
Rubén Miguel Ángel Batista,99434806,apartamento
Lic. Karla Gaona,59846367,apartamento
Germán Romo,33867506,finca
Uriel Almanza Arroyo,79398788,aparta estudio
Cecilia Ortiz Velásquez,65396298,casa
Reynaldo Serrato,34613833,finca
Barbara Báez Sánchez,95548430,finca
Lic. Araceli Caraballo,18682127,finca
Mtro. Agustín Paz,96325516,apartamento
Jorge Luis Andrés Alarcón,40950973,aparta estudio
Federico Cotto Corral,13532685,apartamento
Uriel Gil,49615241,aparta estudio
Georgina de la Crúz Matos,81214221,finca
Samuel Paola Partida,76536476,aparta estudio
Jacinto Balderas Cintrón,53398043,casa
Camilo Ramón Véliz Barragán,51323053,finca
Juana Pamela Madrigal,27131008,casa
Rodolfo Alcántar,76582258,otro
Alfredo Clara Merino,14602134,finca
Camila Elsa Corrales,98324710,aparta estudio
Patricia Mariana Ávalos Chávez,21259341,otro
Diana Santillán Cortés,37402014,otro
Gerardo Villarreal Báez,70569361,finca
Emiliano Clemente Gallegos Tafoya,31883271,aparta estudio
Serafín Margarita Zedillo,52227992,apartamento
Concepción Arroyo Ceja,49235359,otro
Zoé Bernardo Lucero Berríos,78397586,apartamento
Verónica Padrón,86532461,casa
Juan Herrera,75936891,otro
Sr(a). Federico Adame,16057792,finca
Mtro. Raúl Santillán,64779142,casa
Nayeli Lucas León,33919433,otro
Lic. Amelia Gutiérrez,85529748,aparta estudio
Bianca Jiménez,78371843,aparta estudio
Guillermina Ortega,43057801,apartamento
Lic. Miriam Alonso,89629193,aparta estudio
Pilar Arriaga,60095928,apartamento
Elisa Hugo Lemus Burgos,94697199,casa
Reina Ulibarri Puga,57608303,casa
Humberto Guajardo,31797623,apartamento
Andrea Eric Alejandro,71352417,apartamento
Ing. María Elena Barraza,89355630,apartamento
Andrés Estefanía Villarreal Alemán,44273292,aparta estudio
Alonso Laureano,14849829,casa
Lic. Wendolin Delgado,34203005,casa
Nayeli Gonzalo Ochoa Gutiérrez,41078973,casa
Dolores Vigil Santiago,16348691,finca
Dr. David Montañez,32420767,finca
Alfredo Lozano,51421816,casa
Cristal Alma Arredondo Ureña,56597053,otro
Lic. Mario Reyes,27954585,apartamento
Eugenia Verduzco Valladares,33036524,otro
Uriel Rodolfo Heredia,49941795,casa
Paulina Mena,62397908,apartamento
Renato Flavio Benavídez Olivas,95162772,apartamento
Lic. Ruby Moya,88882908,aparta estudio
Frida Natalia Brito,48740808,finca
Mtro. Miguel Guajardo,39134942,finca
Antonia Débora Guerrero,53141086,finca
Yolanda Cadena,78101450,casa
Darío Olivo de la Torre,62742968,apartamento
Daniel Concepción Alvarado,32104818,apartamento
Conchita Juana Paredes Robledo,28700559,casa
Abril Rascón,92931520,casa
Gabriela Verdugo Bernal,67729075,apartamento
Miguel Ángel Flores Naranjo,51840853,otro
Lorenzo Ana Zelaya,71973938,finca
Violeta Alcala Vázquez,92807955,otro
Yeni Nelly Bermúdez Salas,20845298,finca
Cornelio Vera Quiñónez,60381280,apartamento
Inés Verduzco Puente,25020744,finca
Mtro. Fidel Acuña,79198521,otro
Elias María José Almonte,91621617,finca
Miguel Carolina Velázquez,65831628,otro
Cynthia Nadia Perales,82658077,casa
Luis Miguel Yeni Ávila,51035971,otro
Homero Trujillo,49312822,casa
Sr(a). Guadalupe Ruelas,87905983,apartamento
Zoé Vanesa Valverde,65080570,finca
Margarita Ybarra,39713779,finca
Leonel Raquel Peralta,47475520,aparta estudio
Lilia Esquibel,66646531,apartamento
Ignacio Velasco,37682088,otro
Dr. Isaac Rodrígez,12392686,aparta estudio
Ángela Covarrubias Aponte,50846845,finca
Hilda Urbina,11526987,apartamento
Luis Manuel Perla Quintana,34693301,apartamento
Blanca Lourdes Urbina Reséndez,59486814,casa
Rafaél Noemí Esquivel Merino,44557713,casa
Patricia Jos Burgos Valle,20332147,otro
Israel Botello Cruz,31135634,casa
Sessa Noriega,71383224,finca
Esmeralda Rocío Delgado,30505879,casa
Itzel Echeverría,51213642,casa
Margarita Vera,66982325,aparta estudio
Eloy Roldán de Jesús,85671820,apartamento
Sr(a). Emiliano Suárez,55594253,apartamento
Gonzalo Saldivar Estévez,67310139,apartamento
Georgina Velázquez Herrera,59677223,aparta estudio
Lorenzo Rafaél Beltrán Hernandes,89019534,aparta estudio
Lic. Adalberto Cintrón,78856507,finca
Mtro. Rebeca Quiroz,43427850,casa
Lic. Francisco Javier Gallegos,32725673,aparta estudio
Noelia Miguel Ángel Badillo,92231115,aparta estudio
Carlos Yuridia Carrasco,93063862,otro
Olivia Miriam Arevalo,51421077,casa
Fabiola Laura Sierra Maldonado,89861713,finca
Minerva Luis Manuel Echeverría Ybarra,51303096,casa
Reina Magdalena Velásquez Reséndez,81237594,otro
María del Carmen Clemente Olivares Santiago,39368062,finca
César Hernán Cortez Elizondo,62686172,apartamento
Juan Carlos Amanda Cano,46869624,finca
Berta Federico Vera,35155569,aparta estudio
Aurelio Ilse Madera Maldonado,81104098,finca
Guadalupe Ulloa,51486732,aparta estudio
Ramón Minerva Loya,29665299,casa
María Elena Roberto Sáenz,61877668,otro
Victoria Lorena Zepeda,30621018,aparta estudio
Alvaro Olivo,72085691,otro
Sr(a). José Luis Rolón,34247546,casa
Emilio Pantoja,94915098,apartamento
Martín Alvarez Mercado,54211962,aparta estudio
Dr. René Orosco,29361189,casa
Nayeli Saavedra Jaimes,64649891,finca
Leonardo María Eugenia Márquez Sepúlveda,96584610,otro
Débora Adalberto Valenzuela Caraballo,13500329,otro
Magdalena Estefanía Loera Adame,84393623,casa
Evelio Mojica,98936286,aparta estudio
Francisca Arreola,55815607,finca
Wendolin Gastélum,63667751,apartamento
Miguel Ángel Antonia Casillas,74550894,aparta estudio
Dr. Mauro Solorio,26884995,casa
Daniela Peña Curiel,47479365,apartamento
Julio Ponce,94410421,finca
Nayeli Montañez Fonseca,84884917,aparta estudio
Lucas Ortiz,23362800,otro
Emiliano Salvador Muro Sáenz,54339086,apartamento
Mtro. Emilio Matos,95192144,apartamento
José Emilio Villa Treviño,44038675,apartamento
Marcos María José Reyna Roybal,71257341,otro
Ing. Gerónimo Pabón,29823300,casa
Isaac Mauro Aranda,68671048,apartamento
Isaac Renato Canales,26189576,casa
Jorge Luis Aldo Valentín Vela,42240076,apartamento
Mateo Carolina Sisneros Marroquín,77476596,casa
Isaac Cornelio Mateo Arreola,16868048,apartamento
Víctor Germán Ureña Alonso,99046811,apartamento
Nancy Solorio Madrid,43263178,apartamento
María Luisa Virginia Quintana Arriaga,52597033,aparta estudio
Juana Montañez,93645300,casa
Jacinto de León,39700868,aparta estudio
Cecilia Wilfrido Trujillo,40231331,finca
Rodrigo Eva Morales Juárez,36796088,finca
Cristina Muñiz,82474449,apartamento
Pedro Guzmán,78641511,aparta estudio
Felipe Valladares,60891652,finca
Salma María Saucedo,43832132,aparta estudio
Dulce Lucía Olvera,26528682,aparta estudio
Horacio Barbara Manzanares,24617745,finca
Rolando Diana Quintero,85424661,aparta estudio
Estefanía Judith Cano Cintrón,61315748,otro
Mtro. Nelly Mondragón,30865173,apartamento
Antonia Alvaro Nieves Lozada,28519681,apartamento
Wendolin Esquivel,66029680,finca
Sara Raquel Estévez Noriega,70617180,aparta estudio
Carlota Isabel Narváez,31083187,aparta estudio
Lic. Zacarías Arenas,54603341,casa
Mtro. Florencia Lara,86340812,otro
Gonzalo Guillen,85177415,finca
Dr. Rosario Escobar,93377372,aparta estudio
Dolores Noemí Ocasio Montalvo,62791109,aparta estudio
Ing. Jacobo Vergara,50116677,otro
Aurora Zeferino Pulido Reyna,92494470,casa
Marisela Gallegos,95265341,casa
Abelardo Lorenzo Romero,67547227,casa
Adalberto Carlota Solano,26910680,finca
Esmeralda Soto Espinal,32912986,otro
José Carlos Zeferino Sandoval,33365387,otro
Alta  Gracia Modesto Villa Arriaga,61562287,otro
Samuel Ruiz Zedillo,55500299,casa
Humberto Natividad Garibay,67204281,finca
Fidel Ana Luisa Gollum,34884859,finca
Gustavo Rivero,29337599,finca
Cornelio Angélica Acevedo Guajardo,27967739,apartamento
Gabino Pilar Esquibel,88654439,casa
