nombre,edad,ocupacion,estado_civil,nivel_educativo,deudas,incumplimiento,balance,hipotecario,tarjeta_credito,medio_contacto,mes_ultimo_contacto,dia_ultimo_contacto,duracion_ultimo_contacto,contactos_realizados,resultado_ultima_campana,prestamo_personal,identificacion,tipo_vivienda
Sofía Ornelas,35,estudiante,viudo,posgrado,si,si,794657,no,si,telefono fijo,mar,21,686,768,otro,ninguno,94376419,casa
Claudio Viera Altamirano,45,desconocido,soltero,maestria,no,si,144047,no,si,celular,oct,31,86,967,otro,ninguno,54549169,finca
Dulce Ramiro Páez,77,técnico,casado,ninguno,si,si,926521,si,si,telefono fijo,ago,25,294,519,otro,si,89896785,apartamento
Laura Miramontes,86,emprendedor,divorciado,posgrado,no,no,151078,no,si,telefono fijo,mar,30,309,859,fracaso,no,55780485,casa
Irma Raquel Zelaya Ibarra,50,otro,divorciado,ninguno,si,no,280527,si,si,celular,ago,18,210,908,otro,si,22833039,casa
Iván Rivas,67,emprendedor,divorciado,secundaria,no,si,308571,si,si,celular,ene,3,764,119,exitoso,si,13647446,apartamento
Tania Corrales,40,obrero,soltero,tecnica,no,si,792425,no,si,celular,oct,4,541,530,exitoso,si,97521958,otro
Reina Calderón,41,otro,soltero,doctorado,no,no,259299,no,no,celular,may,2,39,374,inexistente,ninguno,68808812,casa
Caridad Ozuna Cano,57,desempleado,soltero,universitaria,si,no,937129,no,no,telefono fijo,ago,23,345,936,exitoso,no,32588549,aparta estudio
Alvaro Alejandro Narváez,63,obrero,soltero,primaria,si,si,206800,si,no,otro,feb,16,365,339,inexistente,ninguno,14905229,otro
María Cristina Carlos Almonte,37,desconocido,viudo,primaria,no,no,604330,no,no,celular,ago,13,369,900,inexistente,no,60567256,otro
Eugenia Rodrigo Delgado Verdugo,60,admin,divorciado,tecnologia,no,no,13055,no,si,celular,sep,14,355,218,inexistente,si,42166987,apartamento
Ana María Cuellar Escamilla,43,jubilado,casado,tecnica,si,si,730187,si,no,otro,may,25,204,648,inexistente,no,76803244,casa
Sr(a). Ernesto Pabón,46,jubilado,divorciado,ninguno,no,si,80398,no,no,otro,nov,24,271,562,fracaso,si,96134137,apartamento
Rodolfo Jaqueline Sisneros Vargas,44,técnico,divorciado,otro,no,no,13660,no,no,otro,abr,12,301,71,inexistente,ninguno,23992575,casa
Noelia Karina Cadena Reyes,58,servicios,divorciado,tecnica,si,no,760683,no,si,otro,ago,8,814,672,otro,no,68772756,casa
Marco Antonio Germán Briseño,40,obrero,soltero,tecnica,no,si,784563,no,no,otro,may,29,193,817,exitoso,ninguno,44113888,otro
Benito Ferrer Baeza,54,servicios,casado,ninguno,no,si,7360,si,no,celular,dic,12,666,260,,no,37351589,apartamento
Eric Jaime,81,jubilado,casado,universitaria,no,si,938,si,si,otro,jun,31,981,221,inexistente,ninguno,77610293,casa
Silvano Garay Cordero,50,obrero,divorciado,tecnica,no,no,435422,no,si,otro,ago,28,734,120,inexistente,no,10060918,apartamento
Serafín Gabino Nava,26,gerente,casado,ninguno,si,no,88779,si,si,telefono fijo,ago,25,131,575,otro,si,74364443,apartamento
Dr. Celia García,72,servicios,casado,ninguno,no,no,166786,no,no,celular,nov,8,85,263,fracaso,ninguno,36497901,finca
Dr. Mayte Chapa,37,emprendedor,casado,doctorado,no,no,550300,si,si,celular,may,11,312,631,inexistente,ninguno,37732914,aparta estudio
Camila Valenzuela Estrada,79,gerente,casado,tecnica,si,no,431819,si,si,otro,ago,8,10,906,otro,no,25431515,apartamento
Rosa Tomás Partida,59,estudiante,divorciado,universitaria,si,si,585457,no,si,telefono fijo,mar,20,175,888,exitoso,no,37096820,otro
Mariano Gabriel Aguilar Páez,53,desconocido,divorciado,primaria,no,no,556208,si,si,celular,mar,11,897,362,otro,si,80142300,aparta estudio
Lic. Linda Tovar,46,independiente,divorciado,universitaria,no,si,4778,si,si,otro,nov,6,625,545,exitoso,no,45351777,aparta estudio
Renato Fabiola Leal Sauceda,29,otro,soltero,primaria,si,no,335384,si,no,celular,jul,19,352,436,fracaso,no,78855373,finca
Dulce Zarate Benítez,51,obrero,casado,primaria,no,si,735182,si,no,telefono fijo,sep,19,526,396,otro,si,29046689,aparta estudio
Eduardo Márquez Gamboa,55,independiente,soltero,primaria,si,si,245703,si,si,telefono fijo,ago,26,250,169,otro,si,92502064,apartamento
Ignacio Iván Venegas Zúñiga,26,obrero,soltero,primaria,si,no,301830,no,si,celular,nov,1,947,598,inexistente,ninguno,29202941,otro
Carolina Eric Madera Leiva,30,independiente,viudo,ninguno,no,no,216606,si,no,telefono fijo,dic,10,816,17,otro,si,88125451,aparta estudio
Sergio Sara Espino Gamboa,30,estudiante,divorciado,maestria,no,si,472859,si,si,telefono fijo,nov,25,735,843,fracaso,si,10089923,otro
Flavio Botello Castillo,71,otro,soltero,doctorado,si,si,141636,no,si,celular,may,1,980,271,fracaso,no,40422788,casa
Trinidad Felipe Collado Estévez,67,emprendedor,soltero,universitaria,no,si,866957,si,no,celular,may,3,378,957,fracaso,si,80175167,finca
Sara Rufino Partida Tapia,54,servicios,soltero,maestria,si,si,995902,no,no,telefono fijo,jun,21,598,629,exitoso,ninguno,48152493,aparta estudio
Benjamín Sepúlveda Vera,67,independiente,viudo,tecnica,no,si,595578,si,no,celular,feb,18,498,839,inexistente,si,96545031,finca
Eloisa Verónica Valadez Armenta,36,desconocido,viudo,universitaria,no,si,499572,no,no,celular,mar,20,497,58,inexistente,si,49929259,apartamento
Gonzalo Leonardo Cepeda,84,admin,soltero,tecnica,no,no,330540,no,si,celular,sep,29,706,574,fracaso,ninguno,30624663,apartamento
Esther Santiago Jaimes Maldonado,76,estudiante,viudo,maestria,si,no,876942,no,no,otro,mar,3,602,610,otro,si,82278713,otro
Wendolin Ríos Madera,25,independiente,casado,doctorado,si,si,264342,si,si,otro,sep,15,501,788,otro,no,13306690,otro
Sr(a). Carolina Valdez,58,otro,divorciado,posgrado,no,si,361794,si,no,otro,ene,3,28,599,,no,48609704,otro
Héctor Rodarte,23,desconocido,divorciado,secundaria,no,si,537727,no,no,celular,may,2,292,73,otro,ninguno,45261345,finca
Samuel Clemente Santacruz,60,independiente,viudo,tecnica,si,no,383271,no,no,celular,abr,18,564,202,exitoso,ninguno,45035518,otro
Pablo Pacheco Prieto,80,desconocido,viudo,doctorado,no,si,596145,si,no,telefono fijo,ago,19,723,626,inexistente,si,43855988,aparta estudio
Zacarías Eloisa Palacios Nevárez,31,obrero,casado,doctorado,si,no,503655,no,no,telefono fijo,oct,8,412,206,otro,ninguno,72928673,finca
Lic. Porfirio Loya,58,desempleado,soltero,doctorado,si,no,636623,si,si,otro,may,29,240,210,inexistente,no,79503444,otro
Esmeralda Espartaco Leiva,62,servicios,soltero,universitaria,no,no,939333,no,si,otro,nov,4,112,840,fracaso,ninguno,95657921,otro
Alejandro Soledad Vega Aparicio,62,desempleado,viudo,primaria,no,si,657727,si,si,otro,ago,31,871,395,exitoso,si,22085092,apartamento
Paulina Olivia Sáenz,60,independiente,divorciado,universitaria,no,no,465132,no,si,otro,ene,20,812,122,otro,no,64293612,finca
María del Carmen Chávez,64,obrero,viudo,ninguno,si,no,271206,no,no,otro,feb,23,766,701,inexistente,si,35070899,finca
Gonzalo Esteban Orta Amador,66,gerente,divorciado,posgrado,no,no,677529,si,si,telefono fijo,nov,5,756,82,otro,si,73910664,apartamento
Antonia Matías Moya,38,técnico,casado,tecnica,no,si,293604,no,si,telefono fijo,may,7,299,20,inexistente,ninguno,70285131,aparta estudio
Víctor Rolón,84,gerente,viudo,ninguno,no,si,86504,no,no,celular,ene,17,418,356,otro,no,86354933,otro
Amanda Mendoza,47,independiente,soltero,maestria,si,si,320580,no,no,otro,ago,31,986,162,fracaso,si,55861868,otro
Ing. Guillermo Tamez,84,otro,divorciado,secundaria,si,no,971285,no,si,telefono fijo,feb,22,450,559,otro,no,72715350,finca
Cristina Eva Moya,87,obrero,casado,universitaria,si,si,499527,no,si,celular,may,15,572,258,exitoso,ninguno,26484866,otro
José Luis Flavio Hernández,25,desconocido,casado,universitaria,no,no,188097,si,si,telefono fijo,jul,11,342,997,fracaso,si,58159432,otro
Juan Carlos Asunción Coronado Acosta,76,gerente,viudo,primaria,no,no,791493,si,no,otro,may,20,689,46,otro,ninguno,40784350,finca
Miguel Amanda Ramón,26,otro,viudo,otro,no,no,839252,si,si,celular,mar,29,821,317,exitoso,ninguno,97217412,apartamento
Susana Eloisa Colunga Casanova,69,estudiante,soltero,secundaria,si,no,883922,si,si,celular,feb,17,837,763,otro,no,49383847,finca
Zacarías Jaqueline Franco,76,desconocido,divorciado,primaria,si,no,264480,si,no,celular,sep,10,613,128,inexistente,si,61483512,finca
Mercedes Alberto Villegas Alfaro,50,gerente,divorciado,secundaria,no,si,664324,si,si,telefono fijo,mar,29,749,417,otro,ninguno,14793062,aparta estudio
Arcelia Abreu Alfaro,67,gerente,divorciado,tecnica,no,si,342612,no,no,otro,feb,30,82,422,otro,ninguno,38646184,otro
Sandra Carolina Núñez Rosales,66,técnico,viudo,ninguno,no,si,391799,no,si,otro,mar,13,775,674,inexistente,ninguno,43234863,apartamento
Cristal Dolores Gracia,19,admin,soltero,secundaria,si,no,996220,no,si,celular,jun,23,420,815,fracaso,ninguno,26252885,finca
Antonio Brito,49,admin,divorciado,tecnica,si,si,948432,si,si,celular,ene,4,223,878,otro,si,80400072,finca
Rebeca Delgado Calvillo,60,emprendedor,soltero,ninguno,si,si,163441,si,no,celular,oct,11,965,155,exitoso,ninguno,75563090,apartamento
Joaquín Cadena Longoria,75,servicios,viudo,primaria,si,si,225064,si,si,telefono fijo,dic,31,515,371,exitoso,no,18282462,otro
Concepción de la Torre Moreno,55,desconocido,casado,secundaria,si,si,372866,no,si,celular,ago,17,375,660,fracaso,no,74110594,apartamento
Benito Lozano,59,jubilado,soltero,otro,si,si,543874,no,si,otro,dic,21,147,407,exitoso,ninguno,73803803,otro
Dr. Isaac Roldán,72,desconocido,casado,otro,si,si,715691,si,si,telefono fijo,nov,29,909,40,inexistente,no,70533434,finca
Alberto David Angulo,26,desempleado,viudo,universitaria,si,no,645829,si,si,celular,abr,9,902,370,fracaso,si,67634627,finca
Diana Ana Luisa Aguilar,39,desconocido,casado,otro,si,si,707485,no,no,celular,mar,14,82,766,exitoso,no,86287636,otro
Amalia Ángela Rentería,56,admin,casado,secundaria,no,no,87244,si,si,otro,jun,6,929,865,fracaso,ninguno,18583933,casa
Inés Estela Ulibarri Saiz,65,otro,soltero,doctorado,no,si,408885,no,no,telefono fijo,may,1,603,603,otro,ninguno,93239117,casa
Jesús Mora Moya,19,admin,casado,ninguno,no,si,123999,no,no,otro,ago,14,875,584,otro,no,93640142,finca
Adalberto Chávez Segura,30,independiente,casado,universitaria,no,si,617035,no,si,celular,may,12,456,916,fracaso,ninguno,88262412,apartamento
Martín Yeni Preciado,53,independiente,viudo,ninguno,si,no,966153,no,si,telefono fijo,dic,19,915,787,fracaso,si,84936303,aparta estudio
Leonel Vanesa Rocha Olivares,50,otro,viudo,ninguno,si,si,38634,si,no,celular,jun,29,205,988,exitoso,no,92298372,aparta estudio
Abril Helena Olmos,58,independiente,casado,otro,no,no,704656,no,no,celular,mar,6,246,447,inexistente,ninguno,59204236,otro
Gilberto Reina Melgar,84,otro,viudo,primaria,no,no,124050,si,si,celular,dic,31,731,300,fracaso,no,77049618,casa
Guillermina Carbajal,61,independiente,casado,doctorado,no,si,737327,no,no,telefono fijo,mar,24,712,923,exitoso,si,91929909,otro
Cornelio Rolando Esparza Cabán,61,técnico,soltero,tecnica,si,si,272208,si,si,celular,mar,13,17,210,exitoso,ninguno,29423043,aparta estudio
Ángel Paulina Cabrera Macías,29,obrero,divorciado,primaria,si,si,339157,si,no,telefono fijo,mar,12,568,706,exitoso,ninguno,93805538,aparta estudio
Dr. José Manuél Espinoza,29,emprendedor,viudo,doctorado,no,no,935130,si,no,otro,may,29,724,396,fracaso,ninguno,45507587,aparta estudio
Timoteo Gabriela Merino Segovia,51,obrero,viudo,otro,si,no,859457,no,si,otro,dic,9,488,54,exitoso,ninguno,63002083,otro
Enrique Felix Lira Barragán,39,otro,divorciado,secundaria,si,no,653023,si,no,telefono fijo,oct,7,437,358,fracaso,si,47439735,finca
Susana Noelia Lucero Olvera,61,gerente,soltero,universitaria,no,no,234862,si,no,telefono fijo,oct,26,229,688,fracaso,ninguno,88241669,apartamento
Yolanda Sandoval Haro,41,técnico,soltero,universitaria,si,no,988432,si,si,otro,jul,23,676,474,fracaso,ninguno,15691424,finca
Sr(a). Elvia Leiva,47,desconocido,soltero,otro,no,si,174145,si,si,celular,feb,18,721,520,exitoso,no,54784396,casa
Diana Huerta Montez,44,servicios,soltero,tecnica,no,no,889834,no,no,celular,dic,14,509,805,fracaso,no,18226434,otro
Dr. Alfonso del Valle,44,servicios,viudo,tecnica,no,no,811714,no,no,celular,jun,18,580,272,exitoso,no,60074806,finca
Uriel Ortega Vargas,53,servicios,casado,tecnica,no,si,615506,no,si,telefono fijo,may,3,826,316,exitoso,si,21153785,aparta estudio
Emilio Salazar Uribe,37,técnico,divorciado,ninguno,no,no,244249,si,si,telefono fijo,oct,10,978,755,fracaso,si,90250895,finca
Zacarías Josefina Mercado,30,admin,viudo,ninguno,si,si,189760,si,no,telefono fijo,abr,5,681,978,inexistente,si,28841587,otro
Ing. Gabriela Garica,55,desconocido,viudo,posgrado,si,no,389558,no,si,telefono fijo,mar,11,216,604,,ninguno,65241869,aparta estudio
Camila Rodríquez Ávila,77,estudiante,casado,primaria,no,si,73495,no,si,telefono fijo,oct,11,229,888,otro,no,33773786,otro
Fabiola Zapata,53,gerente,viudo,universitaria,no,no,272036,si,si,celular,abr,19,44,471,inexistente,si,81297811,aparta estudio
Sr(a). Mauro Quezada,73,desempleado,soltero,otro,no,no,554077,no,si,telefono fijo,jun,12,372,762,fracaso,no,88970879,finca
Amelia Eva Mondragón,78,emprendedor,soltero,otro,si,no,158572,no,no,telefono fijo,nov,6,954,413,inexistente,no,53731571,finca
Leticia Gaona Ybarra,69,obrero,divorciado,secundaria,no,si,261644,si,si,celular,mar,20,961,971,fracaso,no,13828267,finca
Dr. Cristina Venegas,60,jubilado,viudo,universitaria,no,si,464381,no,no,celular,nov,16,266,760,otro,si,96007921,finca
Nelly Verduzco Jáquez,33,servicios,casado,ninguno,no,no,943406,no,si,celular,feb,1,149,453,exitoso,no,11712900,apartamento
Enrique Ana Luisa Rocha,69,otro,viudo,ninguno,no,no,79108,no,si,celular,feb,5,294,463,exitoso,ninguno,33594128,otro
Uriel Mateo Hernandes,76,independiente,divorciado,universitaria,si,no,83473,si,si,otro,sep,9,214,460,fracaso,no,91606880,otro
Timoteo Miriam Valdez Badillo,41,gerente,divorciado,secundaria,no,si,590832,si,si,telefono fijo,ago,31,943,427,otro,no,64594884,casa
José María Reyna,67,técnico,divorciado,secundaria,no,no,472665,si,no,celular,mar,21,31,545,otro,si,78630277,casa
Olga Mauro Casillas Alonzo,69,gerente,casado,maestria,no,no,63656,si,si,otro,may,6,57,1,exitoso,no,72917722,aparta estudio
Lic. Timoteo Galindo,78,otro,casado,maestria,no,no,396422,no,si,otro,jun,24,148,521,inexistente,no,75530227,otro
Lic. Horacio Valdés,80,jubilado,divorciado,doctorado,no,no,267988,no,no,telefono fijo,mar,11,668,397,exitoso,si,38335687,finca
Mtro. Pedro Sepúlveda,28,desconocido,soltero,secundaria,si,si,343914,si,no,celular,jul,16,486,723,inexistente,no,60409614,casa
Jaqueline Teresa Piña,38,admin,viudo,secundaria,si,si,726383,si,si,otro,feb,29,545,678,exitoso,no,37542982,casa
Luis Miguel Bueno,54,independiente,soltero,universitaria,si,no,818345,no,no,telefono fijo,dic,23,627,469,fracaso,ninguno,79738624,finca
Luis Miguel Bueno,54,independiente,soltero,universitaria,si,no,818345,no,no,telefono fijo,dic,23,627,469,fracaso,ninguno,38080719,apartamento
Luis Miguel Bueno,54,independiente,soltero,universitaria,si,no,818345,no,no,telefono fijo,dic,23,627,469,fracaso,ninguno,61653852,casa
Mtro. Isabela Perales,68,servicios,divorciado,otro,no,no,681503,si,no,otro,oct,3,370,236,exitoso,ninguno,73756643,casa
Reina Benítez,29,desconocido,viudo,otro,si,si,70881,no,si,otro,oct,31,332,771,,no,62155272,casa
Reina Benítez,29,desconocido,viudo,otro,si,si,70881,no,si,otro,oct,31,332,771,,no,72997915,apartamento
Dulce María Puente Collado,59,desconocido,divorciado,otro,si,si,876739,si,no,otro,abr,14,36,630,exitoso,si,85564674,aparta estudio
Sr(a). Alma Palomo,62,jubilado,divorciado,ninguno,si,no,118835,si,no,celular,ene,10,46,949,fracaso,no,66680265,aparta estudio
Ilse Elias Morales Tejeda,37,obrero,viudo,ninguno,no,si,827760,si,si,telefono fijo,ago,4,563,193,fracaso,si,11974443,finca
Octavio Enríquez Nazario,40,admin,soltero,tecnica,si,no,978986,si,si,otro,sep,15,802,233,otro,no,33099033,finca
Luisa Rascón Paredes,38,admin,casado,primaria,si,no,742286,no,si,otro,dic,17,854,574,exitoso,no,28065105,casa
Elvia Puente,69,admin,divorciado,secundaria,no,no,103697,si,si,otro,feb,27,895,960,inexistente,no,56742937,apartamento
Isaac Leonardo Almonte,51,obrero,soltero,otro,no,no,696925,si,no,celular,abr,25,853,424,exitoso,si,29140007,casa
Sandra Ponce Collazo,34,estudiante,viudo,otro,si,si,507540,no,no,otro,ago,19,753,213,otro,ninguno,44441032,finca
Marco Antonio David Portillo Macías,84,desconocido,soltero,ninguno,si,no,403740,si,si,otro,may,15,789,145,exitoso,ninguno,32514718,otro
Benito Montenegro Rodríguez,38,emprendedor,soltero,tecnica,si,si,707618,no,no,telefono fijo,jun,14,631,865,fracaso,no,30152156,aparta estudio
Ing. Hermelinda Crespo,65,obrero,viudo,doctorado,si,si,974545,si,si,celular,jun,6,494,154,inexistente,si,79502522,otro
Antonio Patricio Terán,89,admin,casado,universitaria,no,si,554464,no,si,celular,dic,21,238,624,inexistente,si,64645535,finca
Dolores Correa,85,admin,viudo,doctorado,si,no,840338,si,no,otro,ago,17,810,146,fracaso,si,79173981,apartamento
Espartaco Suárez,66,desconocido,viudo,otro,si,no,538057,no,si,telefono fijo,may,3,536,114,exitoso,si,23434679,finca
Débora José Luis Olvera Uribe,60,desconocido,divorciado,primaria,no,no,75760,si,no,otro,mar,30,691,973,,ninguno,36183062,casa
Abraham Mercado Cotto,81,desconocido,soltero,doctorado,si,no,63542,si,no,telefono fijo,oct,20,65,837,exitoso,ninguno,51468447,finca
Lic. Rafaél Estrada,52,estudiante,soltero,primaria,no,si,999479,no,si,celular,sep,24,279,707,fracaso,ninguno,38703744,otro
Ofelia César Gallegos,44,otro,divorciado,primaria,si,no,659498,si,si,telefono fijo,feb,3,311,445,fracaso,si,32355934,aparta estudio
Angélica Blanco,64,jubilado,casado,ninguno,no,si,362428,no,si,otro,dic,7,193,757,exitoso,ninguno,22666359,casa
Ana Jos Salcido Padilla,90,obrero,divorciado,secundaria,si,no,135525,si,no,otro,mar,4,852,719,otro,no,25392033,casa
Zacarías Velázquez,60,emprendedor,viudo,doctorado,si,no,73802,no,si,telefono fijo,feb,19,684,816,otro,si,39930567,otro
Eric Alcántar Pineda,54,jubilado,viudo,maestria,si,no,703832,si,no,otro,ene,5,940,694,inexistente,no,91379362,finca
Hilda Micaela Quintana,79,desempleado,casado,tecnica,no,no,111903,si,no,otro,feb,8,298,821,inexistente,ninguno,31761663,apartamento
Sara Marcos Bustos Arredondo,85,gerente,casado,secundaria,no,si,385640,no,no,telefono fijo,dic,16,189,508,exitoso,ninguno,38349526,finca
Iván Villareal Gamez,38,desconocido,viudo,otro,no,no,640571,no,no,celular,dic,20,666,50,exitoso,ninguno,59519628,aparta estudio
Ing. Gabriel Guajardo,43,admin,soltero,tecnica,si,si,498167,si,no,otro,ene,14,410,991,otro,si,53602646,finca
Mtro. Marco Antonio Yáñez,59,técnico,soltero,secundaria,si,si,222914,si,si,telefono fijo,mar,17,665,28,exitoso,ninguno,86594317,aparta estudio
Nayeli Briseño,22,admin,viudo,primaria,no,no,685459,si,si,celular,dic,21,8,321,,no,95672639,otro
Lic. Santiago Montes,39,estudiante,casado,posgrado,si,si,867960,si,si,telefono fijo,feb,2,554,45,otro,si,60238201,finca
David Madrigal,43,desconocido,casado,doctorado,no,si,638780,no,no,celular,mar,26,785,726,fracaso,ninguno,88373168,aparta estudio
Pascual Nelly Rincón,42,estudiante,viudo,secundaria,no,si,450989,si,no,celular,feb,30,444,925,fracaso,no,49340075,apartamento
Ing. Omar Ceballos,74,desempleado,casado,doctorado,no,no,858073,si,si,celular,jul,3,119,199,inexistente,no,59254364,aparta estudio
Rocío María Domínguez Puga,53,técnico,viudo,ninguno,no,si,435466,no,no,otro,oct,21,679,885,fracaso,no,53554998,apartamento
Julio César Salvador Marroquín Osorio,60,jubilado,casado,secundaria,si,no,404244,si,si,otro,sep,10,296,14,inexistente,ninguno,16062195,finca
Benjamín de la Rosa Mascareñas,45,jubilado,viudo,otro,no,si,613491,no,no,otro,ago,24,395,839,exitoso,ninguno,87131865,aparta estudio
Virginia Gonzalo Viera Lozada,59,independiente,viudo,secundaria,no,si,354273,no,si,telefono fijo,ago,1,830,459,fracaso,ninguno,17148659,otro
Roberto Curiel Peña,68,admin,divorciado,doctorado,no,no,269465,no,si,otro,mar,27,744,896,fracaso,ninguno,53653804,aparta estudio
Ofelia Nieto Brito,41,independiente,soltero,universitaria,si,no,395889,si,si,otro,ene,31,572,253,exitoso,no,90948102,finca
