nombre,edad,ocupacion,estado_civil,nivel_educativo,deudas,incumplimiento,balance,hipotecario,tarjeta_credito,medio_contacto,mes_ultimo_contacto,dia_ultimo_contacto,duracion_ultimo_contacto,contactos_realizados,resultado_ultima_campana,prestamo_personal
Alejandra Pamela Elizondo Polanco,52,estudiante,divorciado,,no,si,563128,si,si,telefono fijo,ago,23,897,435,,si
Irma Fonseca,25,,viudo,posgrado,no,no,52835,no,no,telefono fijo,jul,8,778,712,inexistente,si
Sr(a). Sessa Contreras,75,,divorciado,ninguno,no,no,389877,no,no,,sep,5,786,854,fracaso,ninguno
Sr(a). Anel Zaragoza,71,emprendedor,casado,otro,si,si,82129,no,no,celular,ago,25,790,292,exitoso,no
Mtro. Anabel Cardenas,38,,soltero,ninguno,no,si,977678,no,no,,jun,6,909,762,otro,no
Humberto Zambrano Rangel,22,gerente,divorciado,ninguno,no,no,632149,si,si,celular,abr,17,0,462,exitoso,ninguno
María Eugenia Maximiliano Corrales,61,otro,casado,ninguno,si,no,317449,si,no,celular,nov,26,701,570,,no
María Elena Mateo Haro,63,admin,soltero,tecnica,no,si,418792,no,si,otro,may,26,755,233,otro,si
Ing. Gabriela Narváez,28,independiente,soltero,ninguno,si,si,289923,no,si,,ene,21,946,685,,ninguno
Luis Miguel Adán Carrera López,250,emprendedor,viudo,ninguno,no,no,448084,no,no,,mar,29,21,330,fracaso,no
Lilia Andrea Zamora,72,gerente,soltero,maestria,no,no,713599,si,si,telefono fijo,ago,13,203,365,inexistente,no
Silvia Daniel Luevano Cotto,24,servicios,soltero,,no,si,572583,no,no,telefono fijo,ago,8,91,811,exitoso,si
Caridad Reina Alarcón,47,servicios,divorciado,doctorado,no,si,743916,no,si,,feb,5,291,10,exitoso,si
Olivia Romero,74,emprendedor,viudo,maestria,si,si,977554,no,si,,sep,6,894,947,fracaso,no
Sr(a). Gloria Candelaria,26,emprendedor,casado,posgrado,no,si,511003,si,si,celular,mar,8,943,269,exitoso,si
Esteban Esther Aguirre,81,técnico,soltero,primaria,si,no,752462,si,si,,jul,16,336,512,otro,si
Gabriel Elisa Salcido Samaniego,200,gerente,divorciado,otro,si,si,733621,si,no,otro,abr,24,496,810,otro,si
Dr. José Rivas,68,jubilado,casado,ninguno,no,no,630036,si,si,,jul,5,891,325,,ninguno
Lic. Antonia Reynoso,61,emprendedor,divorciado,otro,si,no,397561,no,si,telefono fijo,ago,4,151,237,otro,si
Mtro. Frida Madrid,84,desconocido,viudo,otro,no,no,850341,si,no,otro,dic,4,328,95,inexistente,si
Miriam Gerardo Verduzco Muñoz,500,independiente,soltero,ninguno,si,si,145906,no,no,telefono fijo,jun,14,607,926,fracaso,no
Aldonza Rojas,650,estudiante,casado,,no,si,705387,no,no,telefono fijo,nov,4,304,527,fracaso,ninguno
Natividad Felix Muñiz,59,obrero,divorciado,tecnologia,no,no,690584,no,no,telefono fijo,dic,24,965,518,inexistente,si
Dr. José Emilio Fajardo,59,,viudo,ninguno,no,si,507500,si,si,celular,sep,13,353,720,inexistente,ninguno
Francisca Gabriela Montenegro Valencia,62,desempleado,casado,otro,no,no,578043,si,no,,feb,15,568,148,fracaso,si
Dr. Cristina Alonso,72,estudiante,viudo,tecnica,no,si,764429,no,si,,jul,14,922,693,inexistente,ninguno
Carlos Catalina Tamayo Carbajal,54,,soltero,tecnica,no,si,895048,si,no,telefono fijo,may,26,975,859,otro,ninguno
Raúl Eduardo Ortiz Centeno,39,estudiante,divorciado,doctorado,no,no,499154,si,no,,jul,8,224,315,fracaso,ninguno
Verónica Linares,47,gerente,casado,universitaria,no,no,567113,si,si,,jun,19,417,351,,si
Rubén Abigail Vallejo,32,,divorciado,secundaria,si,no,883950,si,no,celular,nov,8,932,243,fracaso,no
Fidel Olivas Tafoya,550,técnico,viudo,otro,no,si,498240,si,si,,ago,26,149,125,exitoso,si
Paola Cecilia Cadena,48,admin,divorciado,tecnologia,si,no,561951,si,no,,oct,12,1,193,exitoso,no
María Rodrígez Tello,34,independiente,soltero,,si,si,992972,si,si,celular,mar,21,329,348,,no
Lic. Juana Rosas,200,otro,soltero,tecnologia,si,no,907707,si,no,celular,mar,30,651,553,inexistente,ninguno
Ing. Ernesto Ferrer,48,emprendedor,divorciado,maestria,si,si,716540,no,no,otro,feb,9,692,868,otro,ninguno
Isabela Samaniego Caraballo,41,jubilado,viudo,,si,si,493438,si,no,celular,mar,8,564,325,otro,ninguno
Amelia Pabón,59,desconocido,soltero,doctorado,no,si,234229,si,si,telefono fijo,mar,4,921,130,exitoso,no
Mateo Adalberto de Anda,23,,casado,ninguno,si,si,851476,si,si,celular,ago,23,327,284,otro,ninguno
Sr(a). Luis Ordóñez,66,,divorciado,secundaria,si,no,522254,si,no,telefono fijo,jun,25,360,395,fracaso,ninguno
Tomás Samaniego de la Torre,27,servicios,casado,ninguno,no,si,862478,no,no,celular,jul,2,126,714,otro,no
Sr(a). Vanesa Dueñas,74,técnico,viudo,tecnologia,no,si,544866,no,no,otro,dic,26,257,141,otro,no
Miguel Ángel Domínguez Menchaca,55,técnico,soltero,doctorado,si,no,185661,no,no,celular,ene,14,322,875,inexistente,si
Israel Leonor Adame Soria,33,estudiante,viudo,posgrado,si,si,759365,no,si,,jul,11,979,737,,no
Leonor Amaya Velásquez,51,,divorciado,tecnica,si,si,8003,no,si,,dic,28,765,393,inexistente,ninguno
Magdalena Anabel Rodrígez Valladares,26,desconocido,casado,secundaria,no,no,21570,no,si,telefono fijo,may,21,400,104,exitoso,ninguno
Liliana Leonardo Guerrero,500,desconocido,viudo,tecnologia,si,no,862615,no,no,otro,dic,3,809,746,exitoso,si
Mariano Vanesa Cadena,72,independiente,soltero,tecnica,no,no,610736,si,si,,mar,1,290,275,inexistente,si
Angélica Asunción Polanco,47,admin,viudo,doctorado,no,no,376015,no,si,otro,sep,6,1000,370,fracaso,no
Esteban Hidalgo Vela,47,desempleado,casado,secundaria,si,no,251766,si,si,otro,jul,16,504,490,inexistente,si
Susana Armas Galván,450,desempleado,viudo,tecnologia,si,no,201930,si,si,,jun,20,730,700,exitoso,no
Arcelia Daniela Iglesias,78,jubilado,viudo,posgrado,si,no,302877,no,no,telefono fijo,nov,8,12,117,inexistente,no
Cristina Alejandra Malave,76,,viudo,universitaria,si,no,908406,si,no,otro,abr,22,737,972,fracaso,ninguno
Dulce María Zavala,550,emprendedor,soltero,doctorado,si,si,686433,no,si,,sep,9,791,588,fracaso,si
Francisco Javier Rodríquez,95,técnico,casado,primaria,no,si,761906,si,si,celular,sep,6,490,883,,si
Ariadna Timoteo Jasso Armas,30,jubilado,divorciado,secundaria,no,no,345059,no,si,,ene,13,454,296,otro,no
Ing. Daniel Chavarría,65,servicios,soltero,universitaria,no,no,275816,si,no,,may,25,46,196,inexistente,no
Juan Aurelio Tapia Flores,75,servicios,casado,ninguno,si,no,140943,no,no,,may,27,858,212,exitoso,si
Eduardo Montaño Mora,87,desempleado,casado,tecnologia,no,si,245481,no,si,,dic,12,558,578,inexistente,ninguno
Wilfrido Amalia Alva,600,admin,soltero,tecnologia,si,no,444988,no,si,celular,jun,24,382,944,,no
Ing. Barbara Solorzano,450,independiente,casado,primaria,no,si,816759,no,si,telefono fijo,ene,3,461,366,otro,si
Graciela Cristian Luna,63,,divorciado,,no,no,359752,si,si,otro,feb,21,297,912,otro,ninguno
Yolanda Flores Cuellar,84,desconocido,soltero,primaria,no,no,291416,si,si,otro,dic,11,841,753,,si
Eric Cepeda Altamirano,250,servicios,viudo,tecnologia,no,no,62912,no,si,otro,dic,24,663,935,,no
Gabino Zamora Hinojosa,39,jubilado,viudo,,si,no,856344,no,no,,dic,14,689,936,,si
Sessa José Menchaca,81,admin,casado,posgrado,no,no,754622,no,si,telefono fijo,ago,16,256,670,inexistente,ninguno
Úrsula Caraballo,400,gerente,soltero,posgrado,si,no,132216,si,no,,abr,7,511,368,inexistente,no
Fernando Víctor Mares,18,admin,viudo,tecnica,si,no,160573,si,si,otro,feb,2,611,941,,no
Maximiliano Luna,59,técnico,casado,posgrado,no,no,621776,si,no,telefono fijo,jun,5,124,599,inexistente,no
Ángela Berta Zaragoza Sosa,700,otro,divorciado,posgrado,si,no,706400,si,no,celular,may,30,875,75,otro,si
Aida Salcedo Mesa,68,estudiante,viudo,tecnologia,no,no,455499,si,si,,jun,3,8,579,fracaso,no
Sr(a). Claudio Reyna,65,obrero,soltero,ninguno,no,si,358457,si,si,telefono fijo,jun,1,605,960,exitoso,no
Carmen Modesto Trujillo Peres,51,independiente,divorciado,tecnica,si,si,606220,si,si,telefono fijo,jul,10,871,78,inexistente,si
Estefanía Aragón Carrasco,65,,casado,doctorado,no,si,875014,si,no,telefono fijo,jul,9,516,925,fracaso,no
Pamela Micaela Ulibarri,59,estudiante,divorciado,otro,si,no,147806,no,si,telefono fijo,nov,16,337,844,exitoso,si
Jos Dulce Morales,72,técnico,casado,ninguno,no,si,490694,si,si,,dic,25,963,218,exitoso,no
Julio César Cavazos,47,obrero,viudo,doctorado,si,si,411451,no,no,,dic,11,568,777,exitoso,no
Aurelio Noelia Robles,47,,casado,tecnica,si,si,223025,si,si,otro,ago,30,824,730,inexistente,ninguno
Lorena Abrego,66,admin,viudo,tecnica,si,no,213176,no,no,telefono fijo,mar,4,547,309,exitoso,no
Timoteo Carlos Mayorga,80,,viudo,secundaria,no,no,174103,si,si,telefono fijo,jul,27,256,125,otro,ninguno
Luz Marisol Valadez Matías,75,técnico,soltero,primaria,no,si,772012,si,si,otro,mar,16,622,653,otro,no
Óscar Zarate Cabrera,50,,viudo,posgrado,si,si,563020,no,no,celular,oct,24,103,637,exitoso,no
Zeferino Esperanza Caldera Corrales,85,admin,soltero,tecnica,si,si,77488,si,si,telefono fijo,oct,26,434,906,,no
Esther Pascual Pelayo Barraza,95,estudiante,divorciado,maestria,si,si,377461,no,si,telefono fijo,mar,28,759,380,inexistente,no
Rufino Montalvo Tovar,30,desempleado,divorciado,universitaria,si,no,639220,no,no,otro,abr,9,641,355,,si
Alfonso Gaona,25,servicios,casado,doctorado,si,si,974189,no,si,telefono fijo,may,10,658,779,exitoso,ninguno
Ofelia Mauricio Castillo Suárez,60,obrero,soltero,tecnologia,si,no,537490,no,no,,mar,30,628,581,,si
Ing. Nayeli Blanco,27,técnico,divorciado,tecnologia,si,si,822255,si,si,otro,may,24,881,342,otro,si
Lic. Arcelia Mercado,40,técnico,divorciado,secundaria,si,si,796454,no,si,otro,abr,14,643,748,,si
Adalberto Espinal Martínez,300,emprendedor,soltero,,si,no,743010,no,si,celular,jun,30,513,632,otro,no
Sr(a). Alma Vélez,46,gerente,soltero,secundaria,si,no,736322,si,no,celular,may,13,677,665,exitoso,no
María Luisa Nancy Arreola Escobar,51,desconocido,viudo,posgrado,no,no,76189,si,si,celular,nov,17,717,217,,ninguno
Aldonza Garrido Frías,56,desconocido,divorciado,tecnologia,si,no,27195,si,no,otro,jul,10,201,334,otro,si
Sr(a). Hermelinda Lira,62,obrero,viudo,ninguno,no,no,780588,si,no,telefono fijo,nov,5,461,543,inexistente,ninguno
Ángel Puente,300,otro,soltero,doctorado,si,no,497801,si,no,,mar,21,727,982,fracaso,ninguno
Rafaél Méndez,70,,divorciado,secundaria,si,si,794054,no,si,otro,jun,26,406,964,inexistente,ninguno
Gabriela López Robledo,68,estudiante,soltero,ninguno,no,no,313180,no,si,otro,feb,31,216,4,fracaso,si
Abraham Ramón Zarate Prieto,20,desempleado,soltero,tecnica,si,no,279309,no,si,celular,nov,29,604,768,,si
Mtro. Flavio Razo,90,jubilado,divorciado,primaria,si,si,647374,no,si,telefono fijo,oct,30,0,311,,ninguno
María del Carmen Israel Tórrez Mota,35,otro,divorciado,posgrado,si,si,484909,no,si,telefono fijo,ago,7,235,146,exitoso,si
Ing. Julio Rosado,54,otro,soltero,universitaria,si,no,561100,no,no,celular,may,19,149,695,otro,si
Amelia Araceli Bétancourt Gaytán,20,técnico,soltero,universitaria,si,si,632979,si,si,otro,ago,22,28,164,inexistente,ninguno
Reina Jaqueline Mora,31,servicios,soltero,universitaria,no,si,224197,no,si,,jul,19,890,952,inexistente,si
Alvaro Esteban Ocampo,20,,divorciado,,si,no,974971,si,no,celular,sep,17,275,788,exitoso,no
Frida Miriam Ojeda Duarte,73,otro,casado,universitaria,no,no,554207,no,no,telefono fijo,mar,24,97,552,inexistente,no
Enrique Burgos,73,desempleado,soltero,tecnica,no,si,452253,si,si,celular,jun,3,58,225,otro,si
Noelia Abel de la Rosa Peralta,54,admin,divorciado,otro,no,si,246191,no,no,otro,nov,18,93,179,inexistente,no
Santiago Varela Segura,46,servicios,divorciado,primaria,si,no,104990,si,si,telefono fijo,mar,23,787,560,otro,si
Silvia Arturo Villegas Valverde,40,servicios,soltero,tecnologia,si,si,202785,no,si,otro,nov,13,381,488,exitoso,ninguno
Pilar Sevilla,50,obrero,soltero,ninguno,si,no,726134,si,si,celular,mar,14,564,536,otro,si
Ing. Adela Riojas,650,emprendedor,viudo,universitaria,si,no,651882,no,si,,ene,17,619,738,exitoso,ninguno
Ing. Nayeli Saldaña,52,técnico,soltero,universitaria,no,si,533284,no,si,telefono fijo,oct,23,904,204,,ninguno
Estela Diego Rael,23,desempleado,casado,,no,si,721245,no,si,,ene,6,492,218,otro,no
Gerardo Cornejo Salcedo,63,servicios,divorciado,tecnica,no,si,354890,si,si,celular,nov,23,148,378,inexistente,ninguno
Sr(a). Isaac Arteaga,65,desempleado,divorciado,secundaria,si,no,33288,no,no,,jul,11,934,282,exitoso,no
María Eugenia Gabino Sanches,700,desempleado,casado,maestria,no,no,924417,no,no,celular,feb,29,645,592,exitoso,si
María Palacios Meraz,550,desconocido,divorciado,tecnica,si,no,402458,no,no,,may,26,874,180,otro,ninguno
José María Rico Suárez,300,técnico,viudo,posgrado,si,no,397062,si,si,telefono fijo,may,30,129,321,inexistente,no
Mtro. Juana Meraz,84,,divorciado,primaria,si,no,802135,si,no,celular,abr,29,913,593,fracaso,si
Miriam Manuel Carrero Rodrígez,33,,viudo,,no,no,540362,si,si,,sep,18,794,221,exitoso,si
Asunción Vera Venegas,43,admin,soltero,otro,si,si,432248,si,si,otro,feb,10,185,338,inexistente,no
Lourdes Mata Apodaca,74,gerente,divorciado,posgrado,no,no,102373,no,no,otro,dic,20,373,133,inexistente,si
Fabiola Daniela Espinal Vela,27,emprendedor,viudo,secundaria,si,si,480255,no,no,telefono fijo,abr,5,806,871,fracaso,no
Jorge Leiva Pichardo,32,jubilado,soltero,tecnologia,no,no,627042,si,si,celular,ene,24,568,140,otro,ninguno
Dr. Alfredo Terrazas,19,emprendedor,casado,universitaria,si,no,131484,no,si,otro,feb,9,241,636,inexistente,ninguno
Alfonso Valles Cabán,35,gerente,divorciado,primaria,no,si,392062,si,si,celular,may,26,551,84,exitoso,si
Barbara Valles Rael,57,desempleado,viudo,secundaria,si,no,869801,no,si,telefono fijo,feb,20,946,714,exitoso,si
Hugo Valadez Porras,18,otro,soltero,otro,no,si,927599,si,no,telefono fijo,feb,22,873,689,inexistente,no
Nelly del Valle Saldaña,21,desempleado,divorciado,posgrado,no,no,834275,si,no,,nov,8,971,248,inexistente,ninguno
Isaac Rodríguez Ledesma,300,servicios,casado,,no,si,759742,si,no,celular,jun,9,941,168,otro,ninguno
Clara Alcala Ruelas,45,otro,casado,doctorado,no,no,349217,no,no,otro,abr,19,57,236,,no
Rosa Elvira Gutiérrez Jurado,19,emprendedor,soltero,tecnologia,no,no,658207,si,no,otro,jul,23,599,80,otro,no
Helena León Rivero,37,jubilado,viudo,secundaria,si,si,685964,si,no,celular,feb,27,759,203,,ninguno
Lourdes Blanca Razo Barreto,18,estudiante,casado,,no,no,18007,no,no,telefono fijo,dic,9,971,255,fracaso,si
Ing. Abril Carrero,650,emprendedor,soltero,secundaria,si,si,585138,no,si,otro,dic,22,690,578,inexistente,no
Ángela Liliana Quiñones Chapa,64,gerente,viudo,maestria,no,si,228709,si,si,celular,abr,2,78,422,otro,ninguno
Omar Ramiro Herrera Alejandro,41,gerente,soltero,tecnologia,si,si,295953,si,no,telefono fijo,ago,18,186,102,inexistente,no
Arcelia Bermúdez Casanova,31,obrero,soltero,tecnologia,si,no,753681,si,no,,oct,7,428,815,otro,no
Rubén Miguel Ángel Batista,45,emprendedor,soltero,secundaria,no,si,187247,si,no,celular,oct,3,59,161,otro,no
Lic. Karla Gaona,550,jubilado,divorciado,posgrado,no,si,476449,no,no,telefono fijo,ago,12,141,692,fracaso,no
Germán Romo,44,obrero,divorciado,otro,no,si,44236,no,no,celular,abr,29,218,256,,si
Uriel Almanza Arroyo,78,jubilado,divorciado,doctorado,si,no,606649,no,no,telefono fijo,ene,16,489,812,fracaso,no
Cecilia Ortiz Velásquez,78,otro,viudo,,si,no,388126,no,no,otro,may,18,79,327,fracaso,ninguno
Reynaldo Serrato,18,jubilado,divorciado,,no,si,372849,si,no,otro,oct,22,524,332,exitoso,no
Barbara Báez Sánchez,31,estudiante,viudo,posgrado,si,no,665557,si,si,telefono fijo,nov,2,188,573,exitoso,si
Lic. Araceli Caraballo,73,,casado,universitaria,si,si,401358,si,si,,abr,6,589,843,exitoso,ninguno
Mtro. Agustín Paz,31,independiente,casado,tecnologia,no,no,591670,si,si,celular,jul,7,449,926,,ninguno
Jorge Luis Andrés Alarcón,550,servicios,viudo,universitaria,si,si,848315,si,no,,dic,18,8,908,otro,si
Federico Cotto Corral,48,desconocido,divorciado,otro,no,no,58998,si,no,celular,nov,31,78,337,exitoso,si
Uriel Gil,81,servicios,soltero,secundaria,si,si,459643,si,si,otro,may,28,871,724,fracaso,si
Georgina de la Crúz Matos,450,desempleado,soltero,otro,no,si,440689,no,si,celular,jun,23,696,788,inexistente,no
Samuel Paola Partida,550,obrero,soltero,primaria,no,no,301223,no,si,telefono fijo,ago,28,914,118,exitoso,no
Jacinto Balderas Cintrón,500,independiente,divorciado,maestria,si,si,958191,no,no,celular,dic,19,337,63,exitoso,no
Camilo Ramón Véliz Barragán,550,estudiante,viudo,,no,no,559802,si,no,otro,sep,25,817,973,exitoso,si
Juana Pamela Madrigal,39,,casado,tecnologia,si,no,938463,no,no,,jun,19,857,112,inexistente,no
Rodolfo Alcántar,18,gerente,divorciado,tecnologia,si,si,960449,si,si,celular,nov,25,346,422,otro,no
Alfredo Clara Merino,25,admin,divorciado,doctorado,si,no,157137,no,no,otro,dic,8,749,724,inexistente,si
Camila Elsa Corrales,54,técnico,divorciado,primaria,no,si,268122,no,no,telefono fijo,sep,16,769,187,,no
Patricia Mariana Ávalos Chávez,73,,casado,universitaria,si,no,752494,no,si,telefono fijo,ago,30,924,910,inexistente,no
Diana Santillán Cortés,32,otro,viudo,tecnologia,si,si,612705,no,si,,ene,17,386,546,inexistente,no
Gerardo Villarreal Báez,64,,casado,,no,no,955803,si,no,otro,jun,5,691,941,,no
Emiliano Clemente Gallegos Tafoya,70,obrero,viudo,universitaria,no,no,924928,si,no,telefono fijo,ene,10,751,321,,ninguno
Serafín Margarita Zedillo,200,obrero,soltero,secundaria,no,no,256331,si,no,,nov,27,186,512,inexistente,no
Concepción Arroyo Ceja,64,técnico,divorciado,,no,si,63812,si,si,otro,nov,11,389,518,fracaso,no
Zoé Bernardo Lucero Berríos,42,otro,divorciado,otro,no,si,786030,no,no,telefono fijo,may,12,178,466,inexistente,ninguno
Verónica Padrón,21,desconocido,viudo,tecnologia,si,no,456341,si,no,celular,dic,13,698,163,,no
Juan Herrera,100,independiente,viudo,maestria,si,si,856087,si,si,celular,ene,5,130,942,exitoso,ninguno
Sr(a). Federico Adame,67,desconocido,viudo,secundaria,no,si,817489,no,si,celular,nov,4,102,752,inexistente,no
Mtro. Raúl Santillán,87,independiente,divorciado,tecnica,no,si,826007,no,no,celular,may,17,920,212,exitoso,si
Nayeli Lucas León,31,servicios,divorciado,tecnica,no,no,801608,si,si,celular,abr,10,196,383,otro,si
Lic. Amelia Gutiérrez,64,jubilado,soltero,tecnologia,si,no,733268,no,si,,jul,17,358,987,inexistente,si
Bianca Jiménez,56,otro,soltero,,no,si,105856,si,no,telefono fijo,may,7,935,282,exitoso,si
Guillermina Ortega,42,admin,divorciado,tecnologia,no,si,248247,si,no,celular,jun,3,440,823,exitoso,si
Lic. Miriam Alonso,45,admin,divorciado,,si,no,456753,si,no,,jun,31,351,383,inexistente,si
Pilar Arriaga,66,independiente,viudo,maestria,si,no,298144,no,no,otro,mar,23,507,779,,si
Elisa Hugo Lemus Burgos,70,estudiante,viudo,tecnologia,si,no,974556,si,no,telefono fijo,oct,3,642,510,otro,no
Reina Ulibarri Puga,72,emprendedor,casado,posgrado,no,no,460609,no,si,telefono fijo,sep,16,592,585,inexistente,no
Humberto Guajardo,83,técnico,viudo,universitaria,no,no,126762,no,no,,ene,27,63,580,,si
Andrea Eric Alejandro,76,gerente,soltero,tecnica,si,no,682654,no,no,,ago,17,919,924,exitoso,si
Ing. María Elena Barraza,74,emprendedor,divorciado,secundaria,si,si,445901,no,si,,mar,31,359,496,exitoso,si
Andrés Estefanía Villarreal Alemán,80,emprendedor,viudo,ninguno,no,no,396288,si,no,,mar,17,766,785,otro,ninguno
Alonso Laureano,84,independiente,casado,posgrado,no,no,938552,si,no,telefono fijo,nov,13,717,546,fracaso,no
Lic. Wendolin Delgado,29,técnico,soltero,tecnica,no,si,85484,no,si,celular,abr,12,815,921,inexistente,no
Nayeli Gonzalo Ochoa Gutiérrez,500,técnico,soltero,tecnica,si,si,611726,no,no,otro,ene,6,908,570,otro,ninguno
Dolores Vigil Santiago,56,gerente,divorciado,otro,no,no,567088,no,no,otro,may,24,596,357,exitoso,no
Dr. David Montañez,32,técnico,soltero,secundaria,no,si,483468,si,no,celular,ago,6,756,541,fracaso,si
Alfredo Lozano,69,estudiante,divorciado,secundaria,no,si,548612,si,no,celular,dic,26,345,900,inexistente,ninguno
Cristal Alma Arredondo Ureña,85,servicios,casado,,si,no,711400,si,si,telefono fijo,mar,26,67,218,fracaso,no
Lic. Mario Reyes,49,obrero,casado,secundaria,no,no,271,no,no,,abr,27,471,105,exitoso,si
Eugenia Verduzco Valladares,20,emprendedor,casado,primaria,si,si,162166,si,si,otro,mar,20,522,534,inexistente,si
Uriel Rodolfo Heredia,44,,soltero,secundaria,si,no,660945,si,si,,abr,21,35,35,otro,si
Paulina Mena,44,gerente,divorciado,posgrado,si,si,159507,no,no,telefono fijo,abr,19,978,254,exitoso,no
Renato Flavio Benavídez Olivas,24,estudiante,divorciado,primaria,no,si,954297,si,no,celular,jul,23,615,501,otro,ninguno
Lic. Ruby Moya,38,admin,soltero,primaria,si,si,573804,si,si,telefono fijo,jun,1,275,661,inexistente,ninguno
Frida Natalia Brito,650,,soltero,doctorado,no,no,945778,no,no,otro,may,29,424,582,exitoso,si
Mtro. Miguel Guajardo,43,técnico,soltero,ninguno,no,si,765161,no,si,celular,jul,4,787,720,inexistente,si
Antonia Débora Guerrero,39,desempleado,casado,maestria,no,no,7270,si,no,,ene,20,867,452,fracaso,no
Yolanda Cadena,76,gerente,soltero,posgrado,no,si,905743,si,no,,ene,30,926,732,exitoso,ninguno
